medium_0,0,20.75,0,20.54,0,20.95
medium_1,0,20.86,1,20.7,0,20.71
medium_2,0,20.83,0,20.46,0,20.74
medium_3,0,20.88,0,20.66,0,20.76
medium_4,0,20.74,0,20.49,0,20.75
medium_5,1,20.85,1,20.43,0,20.69
medium_6,0,20.83,1,20.5,0,20.72
medium_7,1,21.26,0,20.37,0,20.68
medium_8,0,20.77,0,20.37,0,20.55
medium_9,0,20.7,1,20.85,0,20.59
medium_10,1,20.83,0,20.48,0,20.82
medium_11,0,20.72,0,20.36,1,20.89
medium_12,0,20.82,0,20.46,0,20.59
medium_13,1,20.99,0,20.58,0,20.71
medium_14,1,21.21,0,20.36,0,20.62
medium_15,2,20.89,0,20.31,3,23.35
medium_16,0,20.78,1,20.24,0,20.87
medium_17,1,21.79,2,21.9,2,21.68
medium_18,0,20.62,1,20.84,1,21.31
medium_19,0,20.96,2,21.0,1,21.08
medium_20,1,20.82,0,20.43,0,20.87
medium_21,1,20.93,1,21.22,1,22.06
medium_22,1,22.01,0,20.45,0,20.79
medium_23,2,22.92,0,20.49,0,20.8
medium_24,0,20.76,1,21.06,0,20.69
medium_25,0,20.79,0,20.46,0,20.83
medium_26,0,20.81,0,20.41,2,21.02
medium_27,0,20.75,0,20.45,4,21.52
medium_28,0,20.9,0,20.37,0,20.68
medium_29,0,20.68,0,20.26,0,20.89
medium_30,2,21.84,0,20.4,0,20.91
medium_31,2,20.77,0,20.22,0,20.51
medium_32,0,20.79,1,20.75,2,20.84
medium_33,1,20.75,0,20.5,0,20.74
medium_34,1,21.19,1,20.61,1,21.07
medium_35,2,21.03,4,22.15,0,20.78
medium_36,0,20.78,1,21.01,0,20.88
medium_37,0,20.81,0,20.3,0,20.79
medium_38,0,20.74,4,21.67,1,21.1
medium_39,0,20.98,0,20.35,0,20.93
medium_40,0,20.95,1,20.39,0,20.66
medium_41,0,20.61,0,20.44,0,20.84
medium_42,0,20.67,0,20.65,0,20.6
