medium_78,3,27.87,1,23.03,2,22.77
medium_79,0,20.0,1,22.98,0,18.05
medium_80,0,18.03,4,27.22,0,22.26
medium_81,0,18.46,0,16.83,0,16.78
medium_82,1,23.63,0,20.33,0,23.46
medium_83,1,21.36,1,22.39,4,27.89
medium_84,0,23.3,1,23.0,1,28.25
medium_85,1,22.2,0,21.68,0,21.05
medium_86,2,20.43,0,22.75,0,21.67
medium_87,1,20.89,0,20.7,0,20.73
medium_88,5,21.34,1,26.59,1,26.08
medium_89,0,19.45,0,17.66,0,20.88
medium_90,1,26.31,1,22.49,1,23.66
medium_91,0,21.41,2,23.28,1,22.91
medium_92,2,24.25,0,22.39,1,33.42
medium_93,1,19.01,1,18.65,1,17.68
medium_94,2,20.79,0,21.39,0,23.02
medium_95,1,22.17,1,21.97,2,21.27
medium_96,0,25.05,0,22.05,2,20.76
medium_97,0,23.44,2,21.1,0,19.13
medium_98,1,32.23,0,24.45,0,22.67
medium_99,2,21.65,3,21.55,1,22.97
medium_100,2,20.82,0,19.5,3,20.19
hard_0,4,24.21,3,19.93,1,23.32
hard_1,2,20.02,5,22.27,2,23.02
hard_2,2,24.79,1,22.85,5,25.34
hard_3,6,22.36,2,20.87,3,21.33
hard_4,1,19.53,4,18.5,3,21.28
hard_5,3,20.2,2,18.11,4,20.83
hard_6,2,24.73,3,22.85,3,24.31
hard_7,7,14.62,2,18.86,4,17.49
hard_8,3,20.7,8,20.76,5,20.9
hard_9,3,20.16,0,19.95,2,20.45
hard_10,3,19.21,7,19.73,3,19.37
hard_11,3,24.3,5,21.64,6,20.9
hard_12,3,27.22,2,25.05,4,25.17
hard_13,1,18.45,0,20.43,3,22.7
hard_14,2,21.79,3,21.28,6,22.37
hard_15,3,22.05,1,22.43,4,24.27
hard_16,6,19.72,4,20.55,5,20.26
hard_17,3,20.67,1,21.35,3,20.55
hard_18,4,24.6,8,23.16,2,23.98
hard_19,0,18.95,4,20.05,2,19.39
hard_20,3,22.41,0,19.64,5,24.35
hard_21,2,20.78,3,21.42,3,19.35
hard_22,2,20.05,2,19.12,1,20.23
hard_23,7,25.23,8,26.64,5,20.34
hard_24,4,21.49,5,20.27,3,21.16
hard_25,4,22.89,3,18.56,6,20.31
hard_26,5,22.61,1,18.89,4,19.28
hard_27,2,22.64,3,26.24,3,21.48
hard_28,9,27.16,3,24.13,4,26.35
hard_29,7,21.85,4,20.37,3,18.02
hard_30,0,26.36,2,26.81,4,23.35
hard_31,5,16.34,1,15.9,1,18.62
hard_32,0,20.35,3,20.48,5,22.7
hard_33,1,21.02,1,19.86,2,21.14
hard_34,3,21.28,4,21.78,2,19.79
hard_35,3,22.92,3,26.44,2,22.04
hard_36,3,21.69,2,21.43,2,20.37
hard_37,3,22.5,4,19.74,5,19.67
hard_38,1,19.79,1,21.51,0,20.66
hard_39,3,19.95,2,21.04,3,20.1
hard_40,4,24.35,2,25.03,2,20.9
hard_41,1,22.03,3,22.1,2,20.56
hard_42,2,21.87,2,27.04,1,21.4
hard_43,4,23.86,6,24.45,2,33.85
hard_44,2,22.14,2,20.23,4,19.69
hard_45,6,20.11,6,19.8,0,19.93
hard_46,1,26.09,0,20.14,3,23.58
hard_47,0,19.15,1,20.04,3,21.87
hard_48,4,28.13,5,24.16,0,24.11
hard_49,6,18.29,4,22.32,4,19.68
hard_50,0,19.95,2,20.9,0,21.27
hard_51,3,27.53,5,25.73,3,22.83
hard_52,4,19.11,1,18.33,5,21.41
hard_53,3,22.92,4,23.81,5,22.94
hard_54,4,16.86,3,14.91,4,21.4
hard_55,7,26.75,2,19.99,6,21.23
hard_56,2,24.41,3,21.41,3,21.59
hard_57,1,21.49,7,24.88,2,26.94
hard_58,3,18.7,4,21.89,0,17.76
hard_59,5,22.2,0,17.5,5,19.56
hard_60,5,21.32,5,25.03,2,17.71
hard_61,2,22.9,3,23.6,2,21.08
hard_62,9,22.41,2,19.28,2,21.62
hard_63,2,25.5,3,22.31,3,23.12
hard_64,0,18.58,2,17.56,1,17.89
hard_65,2,20.59,3,18.5,3,24.97
hard_66,2,22.84,3,21.7,1,21.5
hard_67,0,55.14,3,24.86,2,26.2
hard_68,2,22.48,2,19.46,2,22.87
hard_69,7,20.92,2,21.47,5,22.13
hard_70,0,17.96,1,18.52,1,18.67
hard_71,4,20.58,3,19.09,2,19.27
hard_72,3,24.91,1,22.5,2,23.17
hard_73,3,19.95,4,19.76,5,21.05
hard_74,4,23.32,1,23.46,4,21.29
hard_75,3,19.74,1,19.86,2,19.21
